raw,rawZeroed,scaledZeroed,scaledZeroedAverage
483012,356214.09090909094,3234.622264188841,3234.622264188841
450015,323217.09090909094,2934.9911334296753,3084.8066988092583
420278,293480.09090909094,2664.962617643837,2944.8586717541175
434843,308045.09090909094,2797.22092656608,2907.9492354571084
449190,322392.09090909094,2927.4996741189407,2911.8593231894747
456935,330137.09090909094,2997.8285860724436,2926.1875336699695
463430,336632.09090909094,3056.806802100591,2944.847429160058
464284,337486.09090909094,3064.561597556794,2959.81170020965
462780,335982.09090909094,3050.9044402194063,2969.93311576629
464307,337509.09090909094,3064.7704503618206,2979.416849225843
464386,337588.09090909094,3065.487814344303,2987.2414824184307
465246,338448.09090909094,3073.2970931409477,2994.4127833119737
465826,339028.09090909094,3078.5638160503127,3000.8859396764615
465502,338704.09090909094,3075.6217156664607,3006.2242093900327
466130,339332.09090909094,3081.324305299359,3011.2308824506545
466653,339855.09090909094,3086.073436474528,3015.908542077146
470240,343442.09090909094,3118.645393501928,3021.951886278604
472548,345750.09090909094,3139.603318458505,3028.488076955265
474670,347872.09090909094,3158.872259861388,3035.3504023713767
476053,349255.09090909094,3171.4306698332016,3042.154415744468
478724,351926.09090909094,3195.684836886501,3049.4653881798026
479711,352913.09090909094,3204.647346389162,3056.5191135529562
479589,352791.09090909094,3203.5395184668473,3062.9113050709507
483284,356486.09090909094,3237.0921756221983,3070.1688413439197
484820,358022.09090909094,3251.0399107752755,3077.4036841211737
487149,360351.09090909094,3272.1885274233978,3084.8954088635674
487695,360897.09090909094,3277.146511403593,3092.0158200687533
485968,359170.09090909094,3261.464389913122,3098.0675547060523
486919,360121.09090909094,3270.0999993731325,3103.999707970434
485621,358823.09090909094,3258.3134367242433,3109.143498928894
486390,359592.09090909094,3265.296384857522,3114.1806887975604
487263,360465.09090909094,3273.2237108917902,3119.150783238005
487956,361158.09090909094,3279.5165367128075,3124.0103515251203
489160,362362.09090909094,3290.44952702811,3128.905621392855
487481,360683.09090909094,3275.203272261172,3133.085554274807
488851,362053.09090909094,3287.643634995362,3137.378834294822
487175,360377.09090909094,3272.424621898645,3141.0287204462775
486978,360180.09090909094,3270.635752220809,3144.4394318087648
488901,362103.09090909094,3288.097662832376,3148.1229761939853
487782,360984.09090909094,3277.936519839998,3151.3683147851357
489221,362423.09090909094,3291.0034409892673,3154.774049570603
486270,359472.09090909094,3264.206718048688,3157.379589296271
484450,357652.09090909094,3247.68010478137,3159.479601284297
484242,357444.09090909094,3245.791348979391,3161.4412319137314
482862,356064.09090909094,3233.2601806777984,3163.037208552933
482009,355211.09090909094,3225.5144657783358,3164.3954097969627
479089,352291.09090909094,3198.9992400967053,3165.131661505468
476561,349763.09090909094,3176.0435926572663,3165.3589934044644
473782,346984.09090909094,3150.8087254760158,3165.0620491610257
473249,346451.09090909094,3145.968788733444,3164.680183952475
472645,345847.09090909094,3140.484132462312,3162.7974213179436
470210,343412.09090909094,3118.3729767997197,3166.465058185345
469113,342315.09090909094,3108.4116060556275,3175.334037953581
469662,342864.09090909094,3113.396831706044,3181.6575560563806
471850,345052.09090909094,3133.2650898537863,3185.772864371077
472770,345972.09090909094,3141.619202054848,3188.6486766907256
473471,346673.09090909094,3147.9846723297874,3190.4722340953094
476608,349810.09090909094,3176.4703788240595,3192.7104097206543
477124,350326.09090909094,3181.155946102046,3195.315439838307
480669,353871.09090909094,3213.3465197463547,3198.286961225998
480744,353946.09090909094,3214.027561501876,3201.2577561691496
480188,353390.09090909094,3208.978771954278,3203.9713897454158
484354,357556.09090909094,3246.8083713343026,3207.336280851096
485836,359038.09090909094,3260.265756423404,3211.0291616662344
488713,361915.09090909094,3286.3905181652026,3215.1304859235515
485968,359170.09090909094,3261.464389913122,3218.638304992323
484724,357926.09090909094,3250.168177328208,3221.2687606688487
