raw,rawZeroed,scaledZeroed,scaledZeroedAverage
134591,7793.090909090912,70.76560418219489,70.76560418219489
134753,7955.090909090912,72.23665437412097,71.50112927815793
134841,8043.090909090912,73.03574336726601,72.01266730786071
134742,7944.090909090912,72.13676824997785,72.04369254338994
144380,17582.09090909091,159.65517411283932,89.56598885727975
184927,58129.09090909091,527.8445082611527,162.61240875792518
251115,124317.09090909091,1128.8683977870994,300.64897861923583
316348,189550.0909090909,1721.2203556260745,478.22040074509067
370289,243491.0909090909,2211.0346667537574,670.7553191904982
414786,287988.09090909094,2615.092200026195,865.1890072740679
438325,311527.09090909094,2828.83942513575,1043.7026816251298
448040,321242.09090909094,2917.0570338676134,1199.8155443120036
456088,329290.09090909094,2990.137354513423,1337.5326066351893
470120,343322.09090909094,3117.555726693094,1464.677115210754
483458,356660.09090909094,3238.672192495008,1582.943453696371
488093,361295.09090909094,3280.760572986226,1689.0570236519868
484126,357328.09090909094,3244.738004397518,1780.567669578195
481767,354969.09090909094,3223.316971047187,1860.7204085486942
482634,355836.09090909094,3231.1898137410135,1932.8503772430265
476928,350130.09090909094,3179.3761569809503,1995.1766662299228
463262,336464.09090909094,3055.2812685682234,2045.657837769842
449642,322844.09090909094,2931.6040857655494,2085.928121769647
444543,317745.09090909094,2885.302326946839,2120.6835219947425
442131,315333.09090909094,2863.400024089273,2151.6300429153484
436704,309906.09090909094,2814.119842659749,2178.129634905124
429298,302500.09090909094,2746.8692394412024,2200.004235079589
425356,298558.09090909094,2711.0736847710014,2218.932733216308
426222,299424.09090909094,2718.9374469080876,2236.790044419586
428448,301650.09090909094,2739.1507662119607,2254.112827929668
426939,300141.09090909094,2725.4482060908713,2269.8240072017084
422400,295602.09090909094,2684.2315590467206,2283.191992745096
420142,293344.09090909094,2663.7276619271584,2295.0837324070353
421893,295095.09090909094,2679.627716779396,2306.7365804183187
424309,297511.09090909094,2701.5663418639233,2318.3492204608365
423144,296346.09090909094,2690.987493261492,2328.996028255141
418604,291806.09090909094,2649.7617656606008,2337.9061876275146
416157,289359.09090909094,2627.5416433171245,2345.734172916423
418278,291480.09090909094,2646.801504163268,2353.656997422919
417452,290654.09090909094,2639.300964295793,2360.9812017017107
410606,283808.09090909094,2577.135472851806,2366.385058480463
405266,278468.09090909094,2528.645299858687,2370.3426253433468
403437,276639.09090909094,2512.0369615807067,2373.7163000156647
403119,276321.09090909094,2509.149344537296,2376.8659057022146
