raw,rawZeroed,scaledZeroed,scaledZeroedAverage
132691,5893.090909090912,53.51254637565445,53.51254637565445
132821,6023.090909090912,54.69301875189143,54.10278256377294
134010,7212.090909090912,65.48980071608963,57.89845528121184
141874,15076.090909090912,136.8992989216865,77.6486661913305
156503,29705.09090909091,269.7387634753076,116.06668564812581
185622,58824.09090909091,534.1554951956504,185.74815390604667
226669,99871.09090909091,906.8851077141059,288.76771873576934
267615,140817.0909090909,1278.6975840017926,412.5089518940223
303102,176304.0909090909,1600.9393010442666,544.5567684662716
331311,204513.0909090909,1857.0927261309505,675.8103642327394
355703,228905.0909090909,2078.5856661399685,803.3353916788511
374721,247923.0909090909,2251.279694226698,923.9974168911718
387875,261077.0909090909,2370.7253375883997,1035.284180021728
392427,265629.09090909094,2412.060031870175,1133.6253122966168
392891,266093.09090909094,2416.2734101976666,1219.1351854900201
396922,270124.09090909094,2452.8771344177535,1296.2440572980036
400955,274157.09090909094,2489.4990197513207,1366.4355256776105
401482,274684.09090909094,2494.2844731534506,1429.0938005373791
398730,271932.09090909094,2469.294781004188,1483.8412205619484
396311,269513.09090909094,2447.3289142494395,1532.0156052463226
398720,271922.09090909094,2469.2039754367847,1576.6436228744399
398071,271273.09090909094,2463.31069411234,1616.9466715670717
394163,267365.09090909094,2427.8238783713086,1652.202202297691
394739,267941.09090909094,2433.0542790537124,1684.7377054958586
395404,268606.09090909094,2439.0928492860016,1714.9119112474643
394418,267620.09090909094,2430.139420340081,1742.42066159718
390741,263943.09090909094,2396.7502132060554,1766.655089434546
387122,260324.0909090909,2363.8876783629657,1787.9848247534183
385964,259166.0909090909,2353.372393657716,1807.4809478190834
384818,258020.0909090909,2342.96607563335,1825.330452079559
384185,257387.0909090909,2337.21808321675,1841.842956309791
385282,258484.0909090909,2347.1794539608422,1857.6347218613862
386686,259888.0909090909,2359.9285556242016,1872.8557471269264
386003,259205.0909090909,2353.7265353705875,1886.9990056046809
386162,259364.0909090909,2355.1703438922923,1900.3753295557556
388919,262121.0909090909,2380.205438825257,1913.7039437021308
390357,263559.09090909094,2393.263279417786,1926.6650068295812
387751,260953.0909090909,2369.5993485526046,1938.3211737170293
387152,260354.0909090909,2364.160095065174,1949.2401204182638
388226,261428.0909090909,2373.9126130042396,1959.8569327329133
388832,262034.0909090909,2379.4154303888517,1970.0900668220825
388979,262181.09090909094,2380.750272229674,1979.867690760358
387582,260784.0909090909,2368.0647344634963,1988.8955289860123
384431,257633.0909090909,2339.45190017486,1996.8627192403044
382040,255242.0909090909,2317.74028900884,2003.9933319018273
381529,254731.0909090909,2313.100124514555,2010.7130447847126
380344,253546.0909090909,2302.3396647773175,2016.917866486683
377379,250581.0909090909,2275.415814042374,2022.303240394093
375495,248697.0909090909,2258.3080451436786,2027.1196649808196
370939,244141.0909090909,2216.9370286349426,2030.9160122539022
362543,235745.0909090909,2140.6966742435143,2072.659694811259
359200,232402.0909090909,2110.3403730607433,2113.7726418974366
357626,230828.0909090909,2096.0475767515354,2154.3837974181456
355078,228280.0909090909,2072.9103181772907,2193.1040178032576
354498,227700.0909090909,2067.643595267926,2229.0621144391102
352161,225363.0909090909,2046.4223341658812,2259.307451218515
345738,218940.0909090909,1988.0979182230342,2280.9317074286937
338110,211312.0909090909,1918.8314314081445,2293.734384376821
334993,208195.0909090909,1890.5273360486779,2299.5261450769094
333650,206852.0909090909,1878.3321483464758,2299.95093352122
335153,208355.0909090909,1891.9802251271233,2296.218824700963
339261,212463.0909090909,1929.2831522162119,2289.778893860753
338278,211480.0909090909,1920.3569649405122,2280.7715264077956
332390,205592.0909090909,1866.8906468537175,2269.8681387074666
329267,202469.0909090909,1838.5320681538092,2258.3133118665896
330615,203817.0909090909,1850.7726586397125,2246.2712223510284
333408,206610.0909090909,1876.134653615327,2234.0039350283087
336321,209523.0909090909,1902.5863153997757,2222.169971873235
339456,212658.0909090909,1931.0538607805672,2211.4051534687633
338498,211700.0909090909,1922.3546874233748,2200.905668932242
333335,206537.0909090909,1875.4717729732863,2189.031024882972
328151,201353.0909090909,1828.3981668316517,2176.332774337358
327545,200747.0909090909,1822.8953494470393,2164.2342037588724
329352,202554.0909090909,1839.3039154767332,2152.359196487333
332041,205243.0909090909,1863.7215325513582,2140.8517701526403
334325,207527.0909090909,1884.461524146168,2129.938212228762
333173,206375.0909090909,1874.00072278136,2119.4832224202682
328317,201519.0909090909,1829.9055392505388,2108.80357963802
324281,197483.0909090909,1793.2564122467509,2097.6012600098006
323040,196242.0909090909,1781.9874413320579,2086.3816873237747
324397,197599.0909090909,1794.309756828624,2075.5235207960122
327689,200891.0909090909,1824.2029496176403,2065.0639907091486
329312,202514.0909090909,1838.940693207122,2054.644233460807
328819,202021.0909090909,1834.4639787341616,2044.2589823280784
326464,199666.0909090909,1813.079267610792,2033.4171608024483
321746,194948.0909090909,1770.2372009101298,2021.2177960441456
320516,193718.0909090909,1759.06811611958,2008.5338927781813
324170,197372.0909090909,1792.2484704485794,1996.986875216101
326034,199236.0909090909,1809.1746282124695,1985.887165879047
327411,200613.0909090909,1821.678554843841,1974.8424847158392
328065,201267.0909090909,1827.6172389519872,1963.8065208871017
326220,199422.0909090909,1810.8636117661624,1952.4087876778315
322870,196072.0909090909,1780.4437466862096,1940.6563679222859
321641,194843.0909090909,1769.2837424524,1929.2530047678367
324474,197676.0909090909,1795.0089596976259,1918.7983781816124
329803,203005.0909090909,1843.3992465666015,1909.404360622653
332747,205949.0909090909,1870.132405609999,1900.7602154393066
332347,205549.0909090909,1866.5001829138853,1892.5819028167368
330260,203462.0909090909,1847.5490609969115,1884.3667231338013
326197,199399.0909090909,1810.654758961136,1876.241077740325
323071,196273.0909090909,1782.2689385910066,1869.0725230272749
323986,197188.0909090909,1790.577648008367,1862.677268526227
327404,200606.0909090909,1821.6149909466592,1857.1886168101296
332862,206064.0909090909,1871.1766696351317,1853.1539438392863
333700,206902.0909090909,1878.78617618349,1849.3767954575974
331779,204981.0909090909,1861.3424266854036,1845.6751973079877
327345,200547.0909090909,1821.0792380989824,1842.3348237055068
324986,198188.0909090909,1799.6582047486513,1839.951359172317
325707,198909.0909090909,1806.2052861583966,1838.2649181745116
330537,203739.0909090909,1850.0643752139704,1837.6995627118615
334528,207730.0909090909,1886.3048771644455,1837.586055752608
335729,208931.0909090909,1897.210625809527,1836.9446052244741
334091,207293.0909090909,1882.3366738689413,1836.1841994030428
327954,201156.0909090909,1826.6092971538155,1835.378572409045
327103,200305.0909090909,1818.8817433678337,1834.9855659133252
328452,201654.0909090909,1831.1314144104772,1834.5927410287404
331049,204251.0909090909,1854.713620264996,1834.1643203617339
336200,209402.0909090909,1901.487568034201,1834.1423454144226
339014,212216.0909090909,1927.0402547013616,1834.0620732928382
337324,210526.0909090909,1911.694113810281,1833.8488618205765
332253,205455.0909090909,1865.6466105802986,1833.6523585727166
328398,201600.0909090909,1830.641064346502,1833.6972165230136
327791,200993.0909090909,1825.1291664051494,1833.7418928621757
330191,203393.0909090909,1846.9225025818318,1833.8942646042779
334859,208061.0909090909,1889.3105414454797,1834.4060447821603
339078,212280.0909090909,1927.6214103327397,1835.2692425058917
337252,210454.0909090909,1911.0403137249805,1836.010034324764
330689,203891.0909090909,1851.4446198384935,1836.4408159365232
327595,200797.0909090909,1823.3493772840536,1837.0426752372696
328508,201710.0909090909,1831.6399255879332,1838.035724922387
332829,206031.0909090909,1870.8770112627024,1839.5670700110686
336662,209864.0909090909,1905.6827852482127,1841.1966667236802
339287,212489.0909090909,1929.5192466914593,1843.008237793367
340041,213243.0909090909,1936.3659864736337,1845.0462779481566
337380,210582.0909090909,1912.2026249877367,1847.0287450956955
332991,206193.0909090909,1872.3480614546284,1849.0709623065857
331177,204379.0909090909,1855.8759315277523,1851.0071186147488
333943,207145.0909090909,1880.9927514713793,1852.782004235205
336674,209876.0909090909,1905.7917519290959,1854.7143467095375
337933,211135.0909090909,1917.224172865114,1856.625259069963
337984,211186.0909090909,1917.6872812588686,1858.4266599161006
336907,210109.0909090909,1907.9075216495823,1860.367538113769
335421,208623.0909090909,1894.4138143335197,1862.6469394667154
334297,207499.0909090909,1884.2072685574399,1864.945409988816
