raw,average,std,stdAvg,stdstd,rawFiltered
766,766.0,0.0,0.0,0.0,766
1396,1081.0,315.0,157.5,157.5,1396
254,805.3333333333333,467.04841528713297,260.682805095711,194.5016260467736,254
-70,586.5,554.3146669537078,334.0907705602102,211.04347912702858,-70
872,643.6,508.7764145476871,369.0278993577056,201.2806298183796,872
1527,790.8333333333334,569.2973495654289,402.40614105899283,198.32325055848605,1527
1537,897.4285714285714,588.1962396399101,428.9475837134096,194.7817437015695,1537
1156,929.75,556.8129735377939,444.9307574414576,187.0445658564896,1156
-15,824.7777777777778,603.1128101179704,462.5065410721813,183.22019090227363,-15
113,753.6,610.710275007716,477.3269144657347,179.41422944281248,113
1160,790.5454545454546,593.8944448050073,536.7163589462355,85.07091275199488,1160
1018,809.5000000000001,572.0752427201629,562.4238832182517,42.253923794097965,1018
1516,863.8461538461539,580.9797886268501,573.8170205522234,27.935186985806926,1516
1588,915.5714285714287,590.0925731594655,577.3948111727992,27.495986395950112,1588
2045,915.5714285714287,590.0925731594655,590.1069893085559,21.58346501158461,
1676,966.2666666666668,600.8122797975717,596.9422890374697,24.532786502415966,1676
190,917.7500000000001,611.3284203274047,603.091005513385,28.88882285978384,190
665,902.8823529411766,596.0499270790446,610.9691641393765,25.76783232337765,665
1289,924.3333333333335,585.9696617099254,612.9402710464394,25.845253282672523,1289
759,915.6315789473686,571.534611055489,612.7711474567936,25.864818426051183,759
983,919.0000000000001,557.2564939056341,612.8163287362742,25.832178715477625,983
225,885.9523809523811,563.5515336380158,615.7288551617396,22.50172814588955,225
-97,841.2727272727274,587.4317896045604,620.1074300865107,19.35386917699629,-97
857,841.9565217391305,574.5285763703688,622.26365811338,16.94043607460749,857
1289,860.5833333333334,569.4819222084423,619.1061509393095,17.04713279706219,1289
552,848.24,561.2431401807954,614.9939423374786,17.03766031331474,552
-796,848.24,561.2431401807954,616.7011290865337,20.855575471417918,
-393,848.24,561.2431401807954,622.4480165011006,30.811561161185413,
19,816.3461538461538,572.982678104918,629.6968099637216,37.78500315134388,19
-167,779.9259259259259,592.1459358366368,639.1594744722834,42.921451779242645,-167
-518,779.9259259259259,592.1459358366368,652.3749310529292,47.21897301845792,
-126,747.5714285714286,605.2916905197402,665.1573427517034,48.90681689112775,-126
-716,747.5714285714286,605.2916905197402,678.2709764034794,53.667649128814205,
60,723.8620689655172,607.8519967397878,692.1804987663369,52.614569938134366,60
-729,723.8620689655172,607.8519967397878,709.0145905918927,48.58780273791461,
-723,723.8620689655172,607.8519967397878,728.4469563062792,37.25016932654607,
393,712.8333333333333,600.5791140409581,739.8132703607197,33.88065601872826,393
-12,689.4516129032257,604.5337760360179,747.9995816535902,31.39462785106937,-12
-214,661.2187499999999,615.426972433316,755.8224468418271,26.684434150704405,-214
-89,638.4848484848484,619.5253374236,762.3822893721103,20.366642795527195,-89
-530,638.4848484848484,619.5253374236,767.296737552869,16.71798841892499,
-802,638.4848484848484,619.5253374236,773.3945372188094,12.140355049879725,
-160,614.9999999999999,625.0790538239237,776.3791847741824,11.096956489110145,-160
778,619.6571428571427,616.682828543497,779.1714883175628,7.084248615086724,778
676,621.2222222222221,608.1279612745582,778.9940042254449,7.264985899586082,676
909,628.9999999999999,601.6662449151275,776.4789042716269,7.0755843184082,909
1582,654.0789473684209,612.9822003760299,775.9686566118833,6.956063389199842,1582
1048,664.1794871794871,608.2675639246382,775.6516005066946,7.067697896038175,1048
-82,645.5249999999999,611.8098555719743,775.084733989432,7.432217411990133,-82
-347,621.3170731707315,623.3961054920484,775.0157706277746,7.489074533233653,-347
-88,604.4285714285712,625.3509925998184,774.5257219015979,7.591479559782013,-88
-73,588.674418604651,626.4131826455313,771.6524650083953,6.556889247824708,-73
698,591.1590909090908,619.4682449555137,769.2883185292471,5.161978331064963,698
222,582.9555555555554,614.958894942691,767.3741066244597,4.867742453015842,222
-94,568.2391304347825,616.1972504906909,766.2785669494478,5.176381884270017,-94
90,558.063829787234,613.5006426067944,764.066781056909,8.566105915828668,90
929,565.7916666666666,609.383737829092,759.4524804564657,12.69606779809442,929
-134,551.5102040816327,611.1956205917795,754.5915255920222,15.944795664609195,-134
877,558.02,606.76633031176,750.3495326714506,17.421750191518992,877
199,546.68,608.0703722432132,745.9939304898688,17.767155998547533,199
-1580,546.68,608.0703722432132,745.32500493241,16.928850596038234,
-2163,546.68,608.0703722432132,752.2576262735324,30.66299191713557,
-1249,546.68,608.0703722432132,759.5611843032009,39.54953830221916,
-533,546.68,608.0703722432132,765.1985065781417,43.00976878084078,
59,519.9399999999999,599.4700129280862,766.0835540008187,42.983380154129826,59
469,524.2399999999999,598.3169915688505,765.4216983300282,43.373927716717816,469
-511,515.4199999999998,610.1454282382192,766.6210957478289,42.51224805156604,-511
