raw,rawZeroed,scaledZeroed,scaledZeroedAverage
140384,13586.090909090912,123.36926937866268,123.36926937866268
139624,12826.090909090912,116.46804625604649,119.91865781735459
140122,13324.090909090912,120.99016351270815,120.27582638247253
141639,14841.090909090912,134.76536808771965,123.89821180878424
143213,16415.09090909091,149.05816439692737,128.93020232641283
144496,17698.09090909091,160.7085186947123,134.22658838779603
147137,20339.09090909091,184.69026904580352,141.43568562465424
150337,23539.09090909091,213.74805061471375,150.47473124841173
155665,28867.09090909091,262.12925692694927,162.8807896571381
157709,30911.09090909091,280.68991490409064,174.66170218183342
159944,33146.09090909091,300.9849592186264,186.1456346397237
163724,36926.09090909091,335.30946369690156,198.575953727822
165175,38377.09090909091,348.4853515270543,210.10744586622442
166550,39752.09090909091,360.9711170449454,220.88342237899033
170746,43948.09090909091,399.07313312717895,232.76273642886963
175317,48519.09090909091,440.5803579870191,245.751337776254
178130,51332.09090909091,466.1239640974393,258.7144334422059
183124,56326.09090909091,511.4722644584198,272.7565351653289
185782,58984.09090909091,535.6083842740958,286.5908430131588
186607,59809.09090909091,543.0998435848305,299.4162930417425
190042,63244.09090909091,574.2915559877075,312.5055912772647
193079,66281.09090909091,601.8692068079514,325.6584828922959
194737,67939.09090909091,616.924769883343,338.32223450060224
196798,70000.09090909091,635.6397973250693,350.71046628495503
198968,72170.09090909091,655.3446054514865,362.89583185161626
202796,75998.09090909091,690.1049766532954,375.4807989593731
208703,81905.09090909091,743.7438253181556,389.1201703059946
210523,83725.09090909091,760.2704385854732,402.37553703026174
210129,83331.09090909091,756.6926992298012,414.5933702095561
212335,85537.09090909091,776.7244073988686,426.6644047825332
213886,87088.09090909091,790.8083509030498,438.4109836896466
216493,89695.09090909091,814.4813623249713,450.16318302200057
219322,92524.09090909091,840.170257343236,461.98157921355306
219920,93122.09090909091,845.6004302739261,473.2644865976818
221553,94755.09090909091,860.4289794308106,484.3263292500569
227267,100469.09090909091,912.315280644796,496.2149112332441
227994,101196.09090909091,918.9168453949827,507.63928783220996
225956,99158.09090909091,900.410670758283,517.9753768565804
225777,98979.09090909091,898.7852511017721,527.7397326064572
227440,100642.09090909091,913.8862169608651,537.3933947153173
229016,102218.09090909091,928.1971743835534,546.9251942194207
230146,103348.09090909091,938.4582035000749,556.247408726103
230161,103363.09090909091,938.5944118511791,565.1391994964537
231357,104559.09090909091,949.4547577125593,573.873644001365
235169,108371.09090909091,984.0698400065236,582.9891150237021
231933,105135.09090909091,954.6851583949632,591.0694637926425
229742,102944.09090909091,934.789658577,598.3826594263525
230233,103435.09090909091,939.2482119364796,605.4840251036467
230664,103866.09090909091,943.1619318915422,612.3754109564608
230077,103279.09090909091,937.8316450849952,618.8845356390315
230019,103221.09090909091,937.3049727940587,635.1632497073396
230059,103261.09090909091,937.66819506367,651.5872526834921
231058,104260.09090909091,946.7396712472142,668.1022428381823
234434,107636.09090909091,977.3956308024145,684.9548480924761
232565,105767.09090909091,960.4240702548229,701.182166209634
230612,103814.09090909091,942.6897429410474,716.8217906945608
230541,103743.09090909091,942.0450234124872,731.9688857818944
230534,103736.09090909091,941.9814595153052,746.5335539599063
230329,103531.09090909091,940.1199453835469,760.0933677290382
231726,104928.09090909091,952.8054831497243,773.5356790939509
233136,106338.09090909091,965.6090681535253,786.8281612726488
234955,108157.09090909091,982.1266008641028,799.7645040159928
239732,112934.09090909091,1025.5044204124415,813.3048853937006
236730,109932.09090909091,998.2445890781077,826.0503548343639
234190,107392.09090909091,975.1799749577851,837.5724916709761
234260,107462.09090909091,975.8156139296051,848.2771967898277
235737,108939.09090909091,989.2275962350052,858.7392694325791
234720,107922.09090909091,979.9926700301359,868.1096775440136
233405,106607.09090909091,968.0517379166619,876.7585446168648
234023,107225.09090909091,973.6635219821576,885.3698181848114
235482,108684.09090909091,986.9120542662326,893.6222281503818
237835,111037.09090909091,1008.2786042761219,901.7504160997452
236308,109510.09090909091,994.4125941337076,909.3001725847527
234782,107984.09090909091,980.5556645480335,916.1984899292119
233676,106878.09090909091,970.5125687932789,922.5018491960477
232784,105986.09090909091,962.4127121809452,927.9480039066008
233418,106620.09090909091,968.1697851542856,932.4365231033233
234853,108055.09090909091,981.2003840765938,936.8551220131458
235501,108703.09090909091,987.0845848442981,941.4629597254357
238704,111906.09090909091,1016.1696080834291,946.251863739127
242867,116069.09090909091,1053.9719657932333,951.5151360369306
240376,113578.09090909091,1031.3522989531848,955.8525547694949
239226,112428.09090909091,1020.9096587018576,959.4673427966673
240165,113367.09090909091,1029.4363014809846,963.1440602208083
239880,113082.09090909091,1026.8483428100037,966.4724474883923
241295,114497.09090909091,1039.6973305975062,969.0200884874464
