sample,zeroedSample,scaledSample,zeroedScaledSample,zeroedSampleAverage,zeroedScaledSampleAverage,sampleStd,scaledSampleStd,stbck,steadyAverage,
352281.0,238754.72727272726,3175.9966270683403,2152.4981719559196,238754.72727272726,2152.4981719559196,0.0,0.0,2.0,
347653.0,234126.72727272726,3134.2727975400026,2110.774342427582,236440.72727272726,2131.6362571917507,2314.0,20.861914764168773,1.0,
340408.0,226881.72727272726,3068.955350493156,2045.4568953807354,233254.39393939395,2102.909803254746,4886.222558264099,44.0518403324392,1.0,
339145.0,225618.72727272726,3057.5687479230846,2034.0702928106641,231345.47727272726,2085.6999256437252,5370.127250587278,48.41449307454269,2.0,
344129.0,230602.72727272726,3102.502102799756,2079.003647687335,231196.92727272728,2084.3606700524474,4812.3675836328275,43.385999284181885,3.0,
351053.0,237526.72727272726,3164.9255677207175,2141.4271126082967,232251.89393939395,2093.8717438117556,4986.365557419777,44.95468160841759,4.0,
351222.0,237695.72727272726,3166.4491907091115,2142.9507355966907,233029.58441558442,2100.8830283524608,4994.064374794525,45.024090455373894,5.0,
351622.0,238095.72727272726,3170.0553989656664,2146.5569438532457,233662.85227272726,2106.5922677900585,4962.891431350779,44.74305014030403,6.0,
353607.0,240080.72727272726,3187.951207438819,2164.4527523263982,234375.9494949495,2113.0212105163187,5095.257943045946,45.936403158720154,7.0,
355044.0,241517.72727272726,3200.9065106004914,2177.4080554880707,235090.1272727273,2119.459895013494,5287.337443364093,47.668099858625645,1.0,
357362.0,243835.72727272726,3221.8044874472257,2198.306032334805,235885.18181818185,2126.627725679068,5633.436402630213,50.788362169851794,1.0,
360177.0,246650.72727272726,3247.1831780527295,2223.684722940309,236782.31060606064,2134.7158087841713,6159.887383417714,55.53459185381977,1.0,
357699.0,244172.72727272726,3224.8427179033733,2201.3442627909526,237350.8041958042,2139.8410744770003,6237.278776240822,56.23231555328216,2.0,
357671.0,244144.72727272726,3224.5902833254145,2201.0918282129937,237836.08441558442,2144.216128315286,6259.894106899225,56.43620453364479,3.0,
357391.0,243864.72727272726,3222.0659375458263,2198.5674824334055,238237.99393939393,2147.8395519231603,6231.796984997349,56.18289435117486,4.0,
359119.0,245592.72727272726,3237.6447572141424,2214.1463021017216,238697.66477272726,2151.98372380932,6291.06882283079,56.717260828615174,5.0,
364865.0,251338.72727272726,3289.44793881955,2265.9494837071293,239441.25668449196,2158.6875920386033,6789.426988882795,61.210219161460635,6.0,
365528.0,252001.72727272726,3295.4252290047893,2271.9267738923686,240139.06060606058,2164.9786576971455,7198.140562364383,64.8949848195988,7.0,
363643.0,250116.72727272726,3278.4309725957755,2254.932517483355,240664.20095693777,2169.713071370104,7351.878573881431,66.28101303579649,8.0,
364110.0,250583.72727272726,3282.6412207353032,2259.1427656228825,241160.17727272722,2174.1845560827423,7484.749177327183,67.47891070379518,9.0,
366120.0,252593.72727272726,3300.7624172244905,2277.2639621120697,241704.632034632,2179.0930992269964,7699.506538948496,69.41506013038186,10.0,
369583.0,256056.72727272726,3331.9831652056123,2308.4847100931916,242356.99999999997,2184.974536084551,8094.75197655762,72.97840353156083,11.0,
375003.0,261476.72727272726,3380.8472870819282,2357.3488319695075,243188.29249011856,2192.4690706882448,8824.91555730551,79.56120836538224,1.0,
373365.0,259838.72727272726,3366.079864271337,2342.581409158916,243882.06060606058,2198.723751457856,9257.666942714146,83.46268741312248,2.0,
371760.0,258233.72727272726,3351.6099536419115,2328.1114985294903,244456.12727272723,2203.8992613407213,9496.603721331121,85.61682687273026,3.0,
371050.0,257523.72727272726,3345.2089339865265,2321.710478874106,244958.7272727272,2208.430462015082,9645.308644421597,86.95747917632826,4.0,
372621.0,259094.72727272726,3359.3723169141454,2335.8738618017246,245482.28282828277,2213.1505879331057,9834.288022708122,88.66122666206685,5.0,
377801.0,264274.7272727273,3406.0727138365282,2382.5742587241075,246153.44155844153,2219.201433318499,10267.494164515876,92.56680557551014,6.0,
381168.0,267641.7272727273,3436.427971836077,2412.9295167236564,246894.41692789967,2225.8817120566077,10824.02237714463,97.58419716397871,7.0,
380183.0,266656.7272727273,3427.547684004311,2404.049228891891,247553.1606060606,2231.8206292844507,11217.776020475529,101.13409126304963,8.0,
380560.0,267033.7272727273,3430.946535286114,2407.4480801736936,248181.56598240472,2237.4860309260393,11559.67092705184,104.21645185047333,9.0,
380747.0,267220.7272727273,3432.6324376460534,2409.1339825336327,248776.53977272732,2242.850029413777,11850.062777886194,106.83448557576094,10.0,
383081.0,269554.7272727273,3453.67466282305,2430.176207710629,249406.18181818185,2248.526580271257,12200.618298020578,109.99492610348452,11.0,
388346.0,274819.7272727273,3501.1413789999506,2477.6429238875303,250153.63903743317,2255.265296259971,12763.770672741352,115.07203796202558,12.0,
386718.0,273191.7272727273,3486.464111395773,2462.9656562833525,250811.87012987016,2261.1995922606393,13152.576873303695,118.5773282886945,1.0,
384138.0,270611.7272727273,3463.204068140996,2439.705613028575,251361.8661616162,2266.1580928375265,13370.577404121284,120.54271657411374,2.0,
382535.0,269008.7272727273,3448.7521885528527,2425.2537334404324,251838.8083538084,2270.4579750159833,13495.54422839082,121.66935755780428,3.0,
383002.0,269475.7272727273,3452.9624366923804,2429.4639815799596,252302.9377990431,2274.642343609772,13612.759604905305,122.72611520425853,4.0,
386447.0,272920.7272727273,3484.0209053019576,2460.522450189537,252831.59906759913,2279.4085001887406,13826.644595795286,124.65439975450995,5.0,
389134.0,275607.7272727273,3508.2456092653633,2484.747154152943,253401.00227272735,2284.541966537846,14108.198986737274,127.1927591777205,1.0,
385118.0,271591.7272727273,3472.0392783695547,2448.540823257134,253844.67849223953,2288.54193865295,14214.800625646789,128.15382845371488,2.0,
382586.0,269059.7272727273,3449.2119801055633,2425.713524993143,254206.94155844164,2291.8079288039075,14234.823739079196,128.33434724616959,3.0,
380336.0,266809.7272727273,3428.9270586624434,2405.428603550023,254500.02959830876,2294.450270077073,14195.974839819377,127.98410419299752,1.0,
380215.0,266688.7272727273,3427.8361806648354,2404.337725552415,254777.04545454556,2296.9477122469675,14150.805517985566,127.57687923964737,2.0,
382762.0,269235.7272727273,3450.7987117384473,2427.300256626027,255098.3494949496,2299.844435455391,14154.073545236015,127.6063422067804,3.0,
381323.0,267796.7272727273,3437.825377535492,2414.3269224230717,255374.40118577084,2302.3331851720795,14121.325452099087,127.31110109713838,4.0,
377496.0,263969.7272727273,3403.3229800409053,2379.8245249284846,255557.28046421675,2303.9819370817904,14025.244731521974,126.44488337753612,5.0,
375185.0,261658.72727272726,3382.4881118386606,2358.98965672624,255684.39393939407,2305.1279312410497,13905.712327932775,125.36723652566312,1.0,
373134.0,259607.72727272726,3363.9972790031766,2340.498823890756,255764.46196660495,2305.849786193085,13774.260606513244,124.18213081785953,2.0,
374422.0,260895.72727272726,3375.6092695892826,2352.110814476862,255867.08727272743,2306.7750067587604,13654.732361727172,123.10452145976198,3.0,
377293.0,263766.7272727273,3401.4928293507037,2377.9943742382834,256367.32727272742,2311.284930804408,13475.641163224818,121.48992106297332,4.0,
374230.0,260703.72727272726,3373.8782896261364,2350.3798345137157,256898.8672727274,2316.07704064613,13107.004673852794,118.16647118387152,5.0,
370984.0,257457.72727272726,3344.613909624195,2321.1154545117743,257510.3872727274,2321.5902118287513,12385.68881509619,111.6634331702918,1.0,
368869.0,255342.72727272726,3325.5460834676624,2302.0476283552416,258104.8672727274,2326.9497585396425,11524.07464399631,103.89553282582956,2.0,
367483.0,253956.72727272726,3313.0505718587006,2289.55211674628,258571.9472727274,2331.1607279208215,10853.705353085577,97.8518046462721,1.0,
370192.0,256665.72727272726,3337.473617276217,2313.975162163796,258954.72727272744,2334.6116889119317,10434.128960291722,94.06910501640054,2.0,
371314.0,257787.72727272726,3347.589031435853,2324.090576323432,259356.56727272747,2338.234485726467,9984.883972004796,90.01892755146024,1.0,
366623.0,253096.72727272726,3305.297224107108,2281.798768994687,259656.58727272748,2340.939322229296,9557.779110253497,86.1683548543048,2.0,
364477.0,250950.72727272726,3285.9499168106922,2262.4514616982715,259873.9872727275,2342.8992964167337,9227.970136080745,83.19495523993578,3.0,
365258.0,251731.72727272726,3292.991038431615,2269.492583319194,260078.26727272753,2344.7409869733565,8927.518403699763,80.48622644491466,4.0,
367419.0,253892.72727272726,3312.4735785376515,2288.975123425231,260279.40727272755,2346.554368795165,8668.849031884098,78.154187384016,5.0,
