raw,rawFiltered,average,std,stdstd
120012,120012,120012.0,0.0,0.0,2
102030,102030,111021.0,8991.0,4495.5,1
91090,91090,104377.33333333333,11923.45032092454,5072.869157918491,1
117449,117449,107645.25,11775.582307788434,4860.852006759611,1
134241,134241,112964.4,14970.133527794602,5127.917656707711,1
136613,136613,116905.83333333333,16261.259641826306,5310.572853698352,1
140243,140243,120239.71428571428,17127.21895291891,5413.400679582309,2
143434,143434,123138.99999999999,17762.739906895,5461.225721227949,1
143967,143967,125453.2222222222,17980.62041803019,5444.333241937023,2
144157,144157,127323.59999999998,17957.094888650565,5376.700490145589,3
144858,144858,128917.63636363634,17848.03854908396,3078.715438727993,1
143692,143692,130148.83333333331,17569.312616194064,2312.22005648813,1
143376,143376,131166.3076923077,17244.103975136713,1852.3332343366958,1
143740,143740,132064.42857142858,16929.41992810271,893.1585866197016,1
143676,143676,132838.53333333335,16609.863827925335,565.6153542573231,1
141553,141553,133383.18750000003,16220.182652403888,573.4494142299707,2
142891,142891,133942.47058823533,15894.11682544519,717.2413270642215,1
144428,144428,134525.00000000003,15631.926628253834,826.9882329613101,2
143161,143161,134979.5263157895,15336.718150169178,887.9180572378569,1
143630,143630,135412.05000000002,15066.805747984545,909.6607702558184,2
144553,144553,135847.33333333334,14831.996899667494,890.9776851176049,3
144158,144158,136225.0909090909,14594.0189115862,857.9796224685863,4
145250,145250,136617.47826086957,14391.401810651194,815.5442078645955,5
146048,146048,137010.41666666666,14213.865568863466,761.5549683275524,1
145499,145499,137349.96,14025.675300619223,702.2780469485658,2
146740,146740,137711.11538461538,13871.3467521166,652.8674336673641,3
147672,147672,138080.03703703702,13741.41511792264,605.083889951246,1
147401,147401,138412.92857142855,13604.2176966467,552.9239633456316,2
146755,146755,138700.58620689652,13453.986963279167,509.78727977510994,3
148667,148667,139032.79999999996,13348.285301615842,469.78860165717106,1
149395,149395,139367.064516129,13258.245259108635,429.1051571109516,2
148812,148812,139662.21874999997,13152.509481878304,395.8731033861531,3
149379,149379,139956.66666666663,13058.361924897641,365.9737857778626,4
151668,151668,140301.1176470588,13016.175775153348,330.8724510468843,1
151289,151289,140615.0571428571,12958.827449035574,299.5406007888883,2
152391,152391,140942.16666666663,12923.291975043452,266.5890299588565,3
154488,154488,141308.27027027024,12935.331397354563,224.88149585739941,4
153424,153424,141627.10526315786,12910.493006586948,183.75837718951334,1
153340,153340,141927.43589743588,12877.674668249536,151.77850982876114,2
155341,155341,142262.77499999997,12886.981123380887,118.77635839653391,3
154406,154406,142558.95121951215,12865.94358525966,86.73758410889037,4
154811,154811,142850.66666666663,12848.356635080712,63.64824026917333,1
156440,156440,143166.69767441857,12862.191388997608,49.046548703483424,2
156073,156073,143460.02272727268,12859.85074579131,35.20356968119637,3
