raw,rawFiltered,average,std,stdstd
160743,160743,160743.0,0.0,0.0,2
140265,140265,150504.0,10239.0,5119.5,1
101281,101281,134096.33333333334,24664.031805219704,10117.274163366386,1
97400,97400,124922.25,26621.93200516259,10903.537919056098,1
136624,136624,127262.6,24267.071587647326,10379.932037051458,1
165022,165022,133555.83333333334,26244.356189580183,10062.39151626743,1
175107,175107,139491.7142857143,28315.705040107463,9908.246358757882,1
178678,178678,144390.0,29487.44103003853,9779.702233869912,1
181866,181866,148554.0,30192.850404616576,9641.048584963188,1
183254,183254,152024.0,30476.474435209857,9475.306410892159,1
183035,183035,154843.18181818182,30394.99273001807,5727.314384519653,1
183030,183030,157192.08333333334,30125.70894451651,2312.803352078948,1
183687,183687,159230.15384615384,29792.464423707377,2052.654019503822,1
186334,186334,161166.14285714284,29545.156602967556,1957.2247484564741,2
188058,188058,162958.93333333332,29320.969080089348,1209.3704085844092,1
187963,187963,164521.6875,29027.913890595784,639.4638798648247,1
189087,189087,165966.70588235295,28748.27238546325,555.666652958973,2
190989,190989,167356.83333333334,28520.17300915656,660.5011699129659,3
191020,191020,168602.26315789475,28257.909442997418,741.2191124718538,4
190422,190422,169693.25,27949.933225099125,768.4884845583852,1
190645,190645,170690.95238095237,27638.868044969862,773.3551830209179,2
191631,191631,171642.7727272727,27353.41261230957,778.557571621478,3
192711,192711,172558.78260869562,27094.980675806106,791.2426971305016,4
193912,193912,173448.49999999997,26865.50999422866,793.4217932243932,5
194947,194947,174308.43999999997,26657.706680177875,778.2705013143816,6
196031,196031,175143.92307692306,26471.722153333994,756.2285647388553,7
195936,195936,175914.0,26271.976960392753,730.2099370815396,8
197810,197810,176696.0,26116.610085482822,685.9631680656895,9
200204,200204,177506.62068965516,26018.385421842995,623.6265300465809,1
200933,200933,178287.5,25924.40104836883,556.869296954173,2
202710,202710,179075.32258064515,25865.318042589945,489.254091513536,1
203392,203392,179835.21875,25807.14390645347,423.6759874819786,2
204436,204436,180580.69696969696,25760.632840293638,360.68102459705915,1
205244,205244,181306.0882352941,25718.798752214705,300.4806694631116,2
203820,203820,181949.34285714282,25624.719516171277,251.20088409509913,3
206474,206474,182630.5833333333,25585.732992100417,206.67409700904662,1
207709,207709,183308.37837837837,25563.1699461289,175.66159726104797,2
207940,207940,183956.57894736843,25530.863617066327,156.42411497845507,3
209579,209579,184613.5641025641,25524.76163156975,137.5010460884073,4
210756,210756,185267.125,25532.022089121245,120.04888865197113,5
212344,212344,185927.53658536586,25562.282311647545,98.5213767253368,6
212833,212833,186568.14285714287,25587.064025709995,76.63472732995483,1
212693,212693,187175.69767441862,25592.488626897964,54.608052917345994,2
213161,213161,187766.27272727274,25594.670544651603,31.262618508435732,3
213073,213073,188328.64444444445,25582.12644723791,25.934475374489637,4
214687,214687,188901.65217391305,25592.83743058949,26.56807301138208,5
213666,213666,189428.55319148937,25570.061299994348,26.56917247679715,6
215580,215580,189973.375,25576.506118592024,23.7548247506711,7
216463,216463,190513.97959183675,25589.75709902966,18.362068213917958,8
216024,216024,191024.18000000002,25583.07787166353,10.122655823152163,9
218398,218398,192177.28000000003,25491.405550922453,29.146197541347995,10
217430,217430,193720.58000000002,24622.881292074653,287.02649205692717,1
219668,219668,196088.32,21053.35943495954,1354.332454431921,1
219761,219761,198535.54,15927.186922002264,3024.1484754666676,1
218522,218522,200173.5,13502.620717845848,4312.523501570943,1
220818,220818,201289.42,12840.826973509142,5122.522063190111,1
220540,220540,202198.08000000002,12560.353841894737,5574.947498190981,1
221510,221510,203054.72000000003,12386.435256424662,5722.942826205076,1
222181,222181,203861.02000000002,12292.709762277796,5569.8000961201005,1
220436,220436,204604.66000000003,12147.399994418549,5087.998245101339,1
223079,223079,205405.54000000004,12018.275166112635,4172.58784835278,1
222142,222142,206187.78000000003,11807.452079580915,2713.174076369859,1
223627,223627,206986.58000000002,11607.52639642054,1188.3563677820975,1
223565,223565,207731.2,11451.921632634394,578.2155385201096,1
223432,223432,208438.68000000002,11306.440093044299,472.54620392930696,2
226352,226352,209206.46000000002,11192.800037899344,452.12816404352185,1
223959,223959,209903.90000000002,11002.23820183873,458.2653834578588,2
224954,224954,210583.2,10861.05143713073,465.3036978433172,3
224655,224655,211255.90000000002,10668.45107079746,467.7367177030213,4
225124,225124,211949.94000000003,10416.31474641581,481.57500896524255,5
225573,225573,212648.50000000003,10131.4052692605,506.0536923185166,6
224582,224582,213307.52000000002,9809.410160126825,557.2501620802865,7
226641,226641,213986.12000000002,9530.757094040293,617.9607114238859,1
224108,224108,214590.04000000004,9190.22603848237,688.2327057545516,2
224903,224903,215189.16000000003,8860.669970967167,757.6100950847441,1
228035,228035,215829.24000000002,8605.8921758525,803.2346623809383,2
226915,226915,216448.82,8259.573978577784,849.5659938362563,3
228368,228368,217059.98,7983.750408147741,871.9983162135142,4
228603,228603,217627.96000000002,7771.744609699884,865.5672630714685,5
229501,229501,218199.32,7570.898877781897,838.8892315466328,6
228804,228804,218721.2,7382.205304649769,797.619559735093,7
229233,229233,219238.02000000002,7193.060793542563,751.8463405762406,8
230930,230930,219767.90000000002,7057.719374557134,689.023735089725,9
229701,229701,220257.04000000004,6879.433182930053,632.0732209151062,1
231805,231805,220816.74000000005,6654.090377534639,591.9762847358686,2
231310,231310,221313.46000000005,6489.843934055659,548.2404789326732,3
229805,229805,221755.38000000006,6297.878960062584,529.0924086281888,4
229142,229142,222179.42000000007,6062.789628842397,532.2577897190839,5
227881,227881,222545.46000000008,5839.3648120663665,544.3881528040276,6
230335,230335,222937.04000000007,5690.215974670805,550.6182275230326,7
228724,228724,223264.64000000007,5540.466069781383,551.0320266310907,8
229068,229068,223589.34000000008,5393.378501866777,546.8627066521623,9
230483,230483,223945.14000000007,5247.645613072462,529.1428830289206,10
228507,228507,224252.06000000008,5053.10225667348,512.2817042982758,11
231226,231226,224615.12000000008,4886.237712760048,501.2302469705073,1
230398,230398,224929.34000000008,4740.682172894371,482.5147720810011,2
231006,231006,225276.14000000007,4533.768476708801,471.8479668469858,3
