raw,rawFiltered,average,std,stdstd
223976,223976,221685.4200000001,2588.3301651052466,488.79819750054156,5
223302,223302,221852.1800000001,2412.54244057876,516.5317102223119,6
227228,227228,222089.16000000012,2346.092311566974,526.8201819150266,7
225263,225263,222232.2400000001,2316.961152543053,506.77801186328384,8
225643,225643,222398.8600000001,2255.88944773311,470.68084789135895,9
227062,227062,222584.2200000001,2250.662491710732,410.1445171703326,10
224797,224797,222728.6400000001,2154.276460994163,348.6521152001827,1
227720,227720,222912.8200000001,2179.332133382495,272.0579010786813,2
225110,225110,222985.0200000001,2191.097099535638,190.9572172628853,1
225301,225301,223090.4200000001,2173.142407573296,128.29932599149979,2
226267,226267,223203.0800000001,2188.8327651041413,82.06737960964914,3
225481,225481,223301.3200000001,2178.61162614942,62.5268384617457,1
226403,226403,223408.9800000001,2196.1507005652866,47.50142525715307,2
225258,225258,223473.6800000001,2202.010558011334,30.854134789842306,3
227243,227243,223637.1800000001,2172.112655364208,24.432415889067762,4
226894,226894,223750.6800000001,2190.976215661258,13.303421548346991,5
226272,226272,223886.60000000012,2131.5688682267096,18.76876301112912,6
227541,227541,223990.3400000001,2180.1237085067605,18.765830932136,7
227026,227026,224063.76000000013,2218.9593016531994,21.938172128071383,8
229627,,224063.76000000013,2218.9593016531994,42.8987834277932,9
226714,226714,224177.96000000014,2205.4413522905625,58.35584988966705,10
226817,226817,224247.62000000014,2232.524202689235,61.07749801817874,11
228464,,224247.62000000014,2232.524202689235,60.93108968671261,12
225085,225085,224343.12000000014,2163.092958148858,62.18807513114592,13
226509,226509,224480.18000000014,2077.1674336926094,70.63786103699493,14
225544,225544,224576.48000000013,2011.6058484686093,86.64596047374746,15
225331,225331,224675.58000000013,1922.3013924962672,114.82739614792844,16
226160,226160,224769.70000000013,1876.9343542044999,145.97212443289763,17
225067,225067,224862.98000000013,1770.4767097008194,172.38279598572893,18
227472,227472,224984.26000000013,1737.032213976761,182.1466417809295,19
225066,225066,225044.22000000012,1686.33564025463,176.036797907264,20
225914,225914,225121.9000000001,1634.3541874370362,171.80811674926662,21
225549,225549,225161.4000000001,1620.272125290368,157.24224114784454,22
224131,224131,225213.3400000001,1542.938062396853,140.37775319334548,23
224931,224931,225236.8400000001,1529.4519065315358,126.85013942271152,24
220892,,225236.8400000001,1529.4519065315358,96.40059386804131,25
220670,,225236.8400000001,1529.4519065315358,76.17373697334658,26
221284,,225236.8400000001,1529.4519065315358,64.84812915810016,27
221176,,225236.8400000001,1529.4519065315358,67.95367284263268,28
224059,224059,225258.60000000012,1504.5980061109162,69.16374556637477,29
223036,223036,225266.8400000001,1491.2155895084193,74.72750224035563,30
223923,223923,225252.94000000012,1500.4096028728109,75.87850644909527,31
223040,223040,225297.1800000001,1398.431974603318,76.15482616182676,32
220420,,225297.1800000001,1398.431974603318,86.44639416892501,33
221211,,225297.1800000001,1398.431974603318,89.82894729900111,34
218754,218754,225218.78000000012,1633.4344344334586,137.75651797994038,35
219654,219654,225161.3000000001,1771.8164944465793,183.5672559404905,1
218823,218823,225087.8400000001,1948.163692915198,234.39006061778923,2
218792,218792,224966.4000000001,2138.3040101896195,286.02837857023616,3
220464,220464,224922.82000000012,2206.334785927335,316.6332027067526,1
218388,218388,224791.08000000013,2388.426417872875,344.702186938897,2
219733,219733,224678.04000000012,2489.2632159723653,348.9561033153832,3
218833,218833,224547.5600000001,2617.9145223618575,333.8262539573551,4
220145,220145,224426.70000000013,2678.189524658989,311.8110160363556,5
221644,221644,224356.18000000014,2703.986787614385,269.8559852200993,6
219680,219680,224224.60000000015,2767.5169303896223,233.60897088363473,7
221443,221443,224172.66000000015,2794.7301523390793,193.4265441189515,1
221117,221117,224112.10000000015,2827.2911010352705,152.72740586138497,2
223854,223854,224109.66000000015,2827.460143732044,118.7040126246695,3
223580,223580,224115.22000000015,2826.1394961312913,75.9142831798555,4
221928,221928,224009.22000000015,2806.727470131944,48.64649424059783,1
224026,224026,223984.48000000016,2801.012918498104,28.119917593349584,2
222063,222063,223912.88000000015,2803.457641126987,25.553056068660013,3
223353,223353,223838.70000000016,2767.996071166524,31.21800977245431,4
223206,223206,223806.88000000015,2765.940915058259,44.49312809269706,5
222575,222575,223703.98000000016,2713.658257701834,58.097711112169506,6
224283,224283,223687.44000000015,2707.5514780689505,66.79562006234157,7
221415,221415,223609.72000000015,2715.879739898912,81.86826706719411,8
222690,222690,223538.18000000014,2691.947203715816,98.09816348114835,9
222328,222328,223475.12000000014,2682.611210293698,137.13181201422253,10
223230,223230,223411.66000000015,2649.92976970965,166.22210343275958,11
227013,227013,223446.76000000015,2685.537067774978,177.05839164041618,1
223982,223982,223381.54000000015,2631.607221527074,195.75171276719703,2
225773,225773,223359.12000000014,2606.2402087285536,194.66035381149996,3
225869,225869,223351.06000000014,2597.8290198535888,187.63192829419387,4
225358,225358,223307.40000000014,2544.8484512822115,172.74807982400495,5
225517,225517,223277.22000000015,2509.2687643202903,146.19663744996015,6
222939,222939,223201.72000000015,2461.054286600257,117.68323691821521,7
226768,226768,223200.74000000014,2459.6238152192095,73.68734307248356,8
226763,226763,223234.30000000013,2496.2788806528592,58.08139216435274,9
226099,226099,223226.10000000012,2486.1612839865184,46.08709726443416,1
227273,227273,223260.6800000001,2529.80175855609,23.565338869443938,2
226918,226918,223292.4200000001,2565.284546321028,34.2759982441719,3
230005,,223292.4200000001,2565.284546321028,89.15000288249468,4
228013,228013,223329.4800000001,2619.261073202416,132.17903728074097,5
228190,228190,223391.9400000001,2696.060254592516,171.01268863805436,1
228805,228805,223418.6000000001,2742.465445542287,207.99491080193624,2
227554,227554,223468.3600000001,2793.9922674183344,228.69402556892123,3
229516,229516,223540.4000000001,2900.5273520505593,252.42691734582874,4
227124,227124,223571.9000000001,2930.5666636323804,257.15117183905795,5
229288,229288,223675.04000000012,3037.2367768077283,256.75583667312526,6
227680,227680,223730.02000000014,3083.9957554434773,243.61097947827201,7
226116,226116,223771.16000000015,3101.778646904607,209.27869163612152,8
228525,228525,223880.94000000015,3170.197125794126,191.4650866755229,9
226886,226886,223940.20000000016,3198.00100062419,168.02371911714354,10
227480,227480,224029.00000000015,3233.221526588194,136.92361306542585,11
226841,226841,224190.74000000014,3166.8905873732438,107.54380094377274,12
