raw,average,std,stdAvg,stdstd
-42.0,171.76000000000002,659.8499393043843,716.8121361798967,49.23307003644009
204.0,194.76000000000002,650.4851899928235,699.8030572616187,38.70167034239402
-118.0,235.96000000000004,594.3282917714752,685.8440039448556,47.94859927973648
24.0,266.28000000000003,562.5575540333626,668.6558252487715,57.33619171940322
643.0,256.48,553.7059233925529,650.8955776913048,62.45659278172733
350.0,257.08000000000004,553.7988024544651,631.545961752179,59.497164592231485
445.0,274.32000000000005,552.6707316296022,612.8468659998845,51.414837878957364
-166.0,246.36000000000004,556.544544847939,599.9283870488102,47.564778702446446
-1434.0,200.40000000000003,639.7500762016365,598.2116965633533,45.75224425964586
-1013.0,149.84000000000003,682.2866072260248,600.5977660854267,49.313876477062074
-671.0,113.00000000000003,700.5053033346712,604.6633024884553,55.33895033115977
98.0,101.12000000000003,698.1365092874028,609.4284344179132,60.85599759211093
727.0,87.88000000000004,682.8349329083858,618.2790985316043,64.35190874361483
520.0,77.48000000000003,674.1389245548722,629.4372355837553,63.38932954906504
-679.0,67.60000000000004,683.2813183455257,642.3947750790526,59.72189406853473
-674.0,18.720000000000034,690.8339609486492,656.098290928471,53.18485800243608
337.0,-41.639999999999965,586.6022761633301,659.4914453818437,47.226679199012196
369.0,-64.79999999999997,557.7950878234764,659.6164996793975,46.954787516282494
618.0,-33.11999999999997,572.9776484296746,652.9392569022014,53.58477466595347
-435.0,-71.99999999999997,565.9068474581305,641.3012809254119,58.37142214667891
-509.0,-76.59999999999997,568.9646737715794,628.1472179691027,58.36900202741548
349.0,-28.599999999999966,551.9731877546226,613.5308858158247,57.303590027583354
1021.0,4.040000000000035,587.786252306057,604.0260177555919,52.71937437338714
924.0,22.560000000000034,608.8105176489643,597.4931770650011,47.40634557494619
180.0,42.720000000000034,605.3355776757218,589.6986029980206,38.167997356198214
-38.0,42.88000000000003,605.3136918986714,581.1465760930229,19.626662868564654
203.0,42.84000000000003,605.3030764831777,583.0166561250077,20.906598977703343
664.0,74.12000000000003,616.2890438747064,588.8660517301307,21.212328485270618
1044.0,114.92000000000003,644.7276584729399,596.0410527344573,26.178044525899335
782.0,120.48000000000003,649.8368484473621,604.4340528333804,28.520857199851534
16.0,107.12000000000003,648.4126044425724,612.3788459004797,28.599356174511303
937.0,126.80000000000004,665.6073316903892,623.7422602940565,24.64221587564023
1949.0,211.40000000000003,751.8398765694725,640.147622720398,43.00836390079379
1408.0,325.08000000000004,708.0398813626248,650.070559091764,45.978137871399454
220.0,374.40000000000003,653.9964525897673,654.9366465831686,43.49401984633996
541.0,422.88000000000005,618.6734401928046,656.2726214125819,42.13316015038554
-18.0,418.24000000000007,621.521055475999,657.894419311864,40.417207205660965
615.0,413.76000000000005,619.6802581977255,658.2335407441659,40.07950996954099
1008.0,433.28000000000003,630.3141768991078,656.7921925867827,40.79212959685478
844.0,494.20000000000005,592.3222771431105,651.0407354563575,45.185372593850815
1613.0,585.6800000000001,581.3415326638892,644.3336282784892,49.818066898241966
1512.0,632.6800000000001,606.2986538002536,638.4027604894757,50.458631366865355
266.0,628.5600000000001,608.4226872824515,624.0610415607736,33.81524990418526
-327.0,590.7600000000001,636.6071491901421,616.9177683435253,20.07338292477169
87.0,611.6400000000001,610.6523646069012,612.5833595452386,15.830232097758074
964.0,670.5600000000001,569.3484753646046,607.6508630624187,20.23569468779752
519.0,677.36,566.4752690100423,602.1462844158231,23.01059938851735
288.0,648.04,566.8995311340448,596.868211709455,24.395060376177344
119.0,615.8399999999999,573.1382157909205,591.1506155986363,22.513908531250358
-259.0,598.28,592.616740904271,591.1800619747523,22.51561421609776
138.0,605.3199999999999,586.0249632908138,591.6484050374448,22.354225029014415
175.0,604.1999999999999,586.819018096721,589.7004414670915,21.835432982139288
867.0,612.3199999999999,588.9907788751873,587.7572506263651,20.928646782254496
564.0,593.1199999999999,582.3924669842492,582.3357824057758,13.1477286955981
472.0,580.7199999999999,581.5384781766377,579.4243937627494,9.179720729433011
275.0,591.0799999999999,573.6391841567307,579.8534646419621,8.790769176411338
183.0,560.92,574.4797939005337,580.6539171310112,7.850281549909877
1079.0,526.12,512.3296064058759,575.1969246581943,21.903218570694236
52.0,471.88,487.26044945183037,566.6091480242853,34.33452511967537
638.0,488.6,485.4990010288381,555.897374036742,40.673868995395644
304.0,479.12,486.69566014091373,545.964443721752,44.088786234120356
161.0,486.28000000000003,480.60824129429966,535.3433660415099,45.73015936278866
-608.0,437.36,525.1916891954783,528.963457073539,42.10754565170446
-618.0,372.32,550.5654344399036,525.7807538191043,39.039908214728214
-290.0,326.96,556.517922802132,523.2786982816538,36.07546430273587
183.0,269.76,491.0329748601409,515.0180773519947,32.91750416806745
226.0,218.32,420.4967272167523,499.6197706836166,37.233227392348766
38.0,209.2,421.83409060909213,490.5702191039382,43.512366613573626
14.0,222.83999999999997,409.61158967978406,482.80533312673356,49.873511049291466
-368.0,204.64,425.0599844727798,476.7614314711277,52.75950437220907
-585.0,142.67999999999998,422.74471918641376,470.3663373756777,54.99617899263625
343.0,135.64,417.8564231886352,464.09115556511125,57.01264110914043
313.0,136.64,418.24957907928587,453.396944553492,54.524238550919975
650.0,157.88,430.12866168159474,441.35326727766113,44.02058817568614
1097.0,212.12,458.6883316588724,431.5703081633352,23.363787188806832
-508.0,186.28,479.844184709995,430.4514291483206,20.592972203358332
-1068.0,136.56,539.1678833165045,442.3185447582958,38.147859742106334
-232.0,92.6,522.3612543058681,452.3712611279734,44.19190361917953
1538.0,131.56,588.2362844979896,470.23373060979395,57.419056390676396
364.0,127.24000000000001,586.1129775051904,486.339029913035,64.62430365774152
-732.0,86.96000000000001,608.7399760160325,504.9385555959969,70.17217249471695
-143.0,73.92000000000002,610.0333053202913,524.1562438091626,70.00696476686977
389.0,46.320000000000014,578.7421339422247,540.2054992954564,61.804015168487496
709.0,72.60000000000002,593.1410624800814,556.5067393753051,51.21066519648287
739.0,76.64000000000003,597.307684866016,570.3686746960194,40.49699501822777
159.0,70.84000000000003,595.7738282267859,581.9616390476986,27.39860647763423
-189.0,56.84000000000003,597.6001793841764,587.8048686544657,23.619190208521406
-103.0,77.04000000000003,583.1461209679782,593.8833553206767,9.736625342224393
480.0,120.96000000000004,570.3527666278125,592.095003533659,11.990979546156666
170.0,139.36000000000004,564.1847130151612,589.902177084656,14.60462497919985
-425.0,115.04000000000005,574.7841667965462,586.5065961627074,13.752609120992616
-15.0,105.40000000000005,574.8633228864056,582.9895979193188,11.617700197152663
754.0,134.04000000000005,588.466786148547,583.962063139951,11.628462208381213
-737.0,104.00000000000006,612.505346915437,585.8984915834866,14.300974798768
-475.0,99.72000000000006,616.1515735596233,587.7828804528473,16.7175024017854
702.0,151.20000000000005,610.5313751151531,589.258635141684,17.96276456895183
868.0,172.20000000000005,625.6102300953844,592.0596402128048,20.976200587427428
700.0,187.68000000000004,633.6390594021173,597.1089340562187,24.07167111453047
84.0,165.04000000000002,626.790458127754,602.7527032062128,23.750858039298656
-697.0,93.28000000000002,618.6269648180556,608.1969283865022,20.271011351771204
-616.0,88.96000000000001,623.1711469572383,613.0356264025714,17.270852938017224
32.0,132.96,577.0561483945907,613.25490895339,16.792083985294198
1.0,142.28,572.9534375496842,611.7035740935037,19.507516531666703
1002.0,120.84,528.6391343818577,603.3169528401457,31.624572972312873
103.0,110.4,526.3059946457003,594.3323949487534,38.67799574019757
-389.0,124.12,508.3308623327919,584.1123436705172,45.87944607049275
437.0,147.32,508.84541621203573,572.4358622821824,48.60953541491665
934.0,169.12,529.9685515198047,562.0688114939511,45.40016856551245
451.0,158.8,521.8041778291928,551.570183464095,41.160527613045694
991.0,168.88000000000002,535.1775271814016,543.2252397004296,34.66643437693763
716.0,191.16000000000003,545.7914385550582,535.4872688602115,22.436782492843818
524.0,219.68000000000004,543.8063420005323,532.1622882208057,18.068681069623967
366.0,238.44000000000003,540.4302789444721,528.9099723602845,12.503753750085098
1082.0,262.52000000000004,563.5731803412933,532.4033769562282,16.25688917364631
-317.0,243.04000000000005,574.740461773834,537.2468236690415,20.404718511305106
-319.0,247.28000000000006,570.169344668757,543.4306719026381,20.072082987252845
975.0,286.88000000000005,584.7703357729425,551.0231638587288,19.912944812769513
552.0,278.80000000000007,579.6331253474045,555.9896212414887,20.233215062014892
-621.0,283.44000000000005,571.8956604136806,560.9987694999376,17.10927174241578
-539.0,280.88000000000005,575.4173664393523,565.0227534257326,15.18718773188917
732.0,282.08000000000004,576.3249028109057,568.0760998513174,14.039845359404364
662.0,273.84000000000003,569.318868824844,570.6273525337485,11.483061452633498
612.0,270.32000000000005,566.9401887324623,573.2783435125475,5.9165986435972995
-50.0,264.96000000000004,569.3048729810768,573.8515127765259,5.180486858648299
286.0,304.28000000000003,534.3828230772392,569.8157489068664,12.893749559645357
626.0,353.96000000000004,503.34922111790337,563.133736551781,23.73535163483275
403.0,368.8,499.0892505354127,554.565628028028,29.211467095623792
324.0,381.72,493.55076901976355,545.9573923952638,32.994718501052034
1614.0,406.20000000000005,536.9764985546387,542.4654762093596,31.89426658433175
389.0,417.64000000000004,533.4299489155065,538.2667344569751,29.986599957715292
66.0,435.84000000000003,512.9674204079631,531.9309862166808,27.896551445458275
817.0,451.04,518.3780458314183,526.8369039173383,25.116742439916326
726.0,442.72,512.1920358615506,521.3620886302472,21.48248167940973
-257.0,414.40000000000003,530.2077328745781,517.4523746195973,14.972796683980397
-665.0,348.16,556.8105372566148,519.6951460375349,18.584862254673876
-363.0,305.0,568.3246255442394,526.1926864801685,22.648239993055075
-551.0,262.0,590.3684273400805,535.3206041606353,27.713116769723886
-440.0,229.76,605.6195029884689,546.5274775575058,31.01845313083656
853.0,220.6,594.28585714284,552.2584134163259,33.88605865075429
1234.0,282.64,615.5041432841862,560.4658328531939,38.01913155472723
681.0,322.64,607.5476527812448,569.923856090522,36.77036876222255
339.0,297.2,592.8361662381943,577.3696681311997,32.91534964220026
-142.0,269.44,596.4922852812095,585.7996930731656,24.98219356631741
1194.0,342.03999999999996,594.1459403210629,592.193513817814,16.76748138840249
463.0,382.11999999999995,566.5147708577421,593.1639371779268,14.864420324401433
-473.0,333.91999999999996,585.6349661692,594.8949712404228,12.724932725026024
-193.0,299.71999999999997,590.4227312697234,594.9004016333871,12.723011295862706
1617.0,339.91999999999996,642.2548354041409,598.5639348749543,19.005469397291957
1092.0,385.59999999999997,653.4126414448989,604.4766133051602,25.00511881842929
170.0,380.96,654.5143836463794,608.3776373413796,29.12482073628666
-347.0,342.03999999999996,667.5848698105732,614.3813590443124,34.09825888316989
823.0,358.84,674.1599026937155,622.5137326898645,37.51644509454331
980.0,385.08,684.9730458930483,631.3618087510483,40.639884480699365
349.0,334.47999999999996,637.393135827489,635.6865283016909,38.7044263068629
698.0,346.84,641.3144426878283,643.1664954846996,31.093035328346673
808.0,376.52,644.7908262374705,649.0820814915267,24.516501516877714
793.0,375.56,644.1518504203801,654.4549934065923,15.183196144984931
113.0,351.04,642.0090018060492,654.4304100467831,15.203115667490877
315.0,373.92,630.0123122606412,652.0903771283573,16.88726551566152
2436.0,497.96000000000004,713.051441622552,657.9440829259746,24.938953921485723
1406.0,568.72,711.8755239506411,662.3731483399814,29.7304617888912
0.0,590.76,684.8852330135318,663.445681371963,30.323863027183908
108.0,612.68,659.8567553643743,660.9340523190956,29.464787205385182
-259.0,568.1999999999999,679.3492180020521,665.1296605365519,28.793487363131923
-388.0,503.31999999999994,690.034127851659,670.001629052935,28.471663569467054
-158.0,469.75999999999993,700.8935599647066,675.6119024256586,28.478643590978304
-102.0,452.11999999999995,709.4596997715935,682.14268736078,27.999568571905293
-258.0,447.47999999999996,713.6968611392372,689.3114732940987,25.905205367234295
733.0,429.03999999999996,699.9945416930046,696.3096962373351,16.789231247133472
576.0,433.55999999999995,700.5638346360735,695.0609355386872,15.940515929054934
-763.0,421.9599999999999,717.6707590532023,695.6404590489433,16.631643760462328
-545.0,407.87999999999994,732.889149599037,700.4408507074938,19.51273482015856
318.0,355.91999999999996,690.1238683019154,703.467562001248,14.748660007602366
845.0,346.03999999999996,681.2259231708667,703.6552325181294,14.449475764078793
610.0,363.64,682.1337041958853,702.865190152552,15.359926816762979
227.0,386.59999999999997,667.3272660396843,699.5085607600498,18.723409502628968
329.0,366.84,661.4001318415349,694.702603967044,21.51259076466481
-503.0,307.52,670.1921587127081,690.352133724391,21.630140595473982
763.0,324.08,676.1012894529929,687.9628085003899,21.752359877847024
591.0,319.8,674.0562587796361,685.3120509147461,21.670239293184622
481.0,306.72,667.5976345074926,680.3047384601751,19.26648770876932
841.0,308.64000000000004,669.0608271300896,673.9219062132804,8.160118005149021
286.0,315.56000000000006,667.895206151384,671.6990399982272,6.247251032204661
342.0,316.64000000000004,667.9152569001548,670.367973371156,5.441687077413884
458.0,237.52000000000004,510.86460985274726,653.2410639368422,47.608507502985994
481.0,200.52000000000004,455.3802033466098,632.0463576675348,75.58044931860476
951.0,238.56000000000003,476.2820240151833,613.5345468848997,87.80549834002643
156.0,240.48000000000002,475.8483893006255,594.1001699436914,94.3761083795921
167.0,257.52000000000004,465.1645833465825,573.0064993330503,97.22102181155304
152.0,279.12000000000006,446.8658250526658,550.2874559603533,97.4977627060319
693.0,313.1600000000001,444.67882162297735,527.9955746719017,93.53093780609538
421.0,334.0800000000001,436.88954393530605,504.7784463524234,83.95886860858168
1008.0,384.7200000000001,438.6940181949142,481.8583275567764,65.57261016755267
865.0,390.00000000000006,443.62073892008215,459.4288757587691,21.935818175598445
1385.0,422.36000000000007,483.703783735459,456.71279314704026,16.375794815159754
914.0,489.44000000000005,427.708880431538,453.9456608555331,18.559492192210907
405.0,527.44,372.7914247940793,443.5966009334227,29.087134618472557
460.0,533.12,370.6325749310221,433.07501949646235,34.11326498795111
-575.0,476.32,423.51941820889357,428.91050298269346,32.44269703850656
-1154.0,405.76,529.1435555688075,437.13827603430764,44.24092523617562
-787.0,365.2,577.9071205652338,450.4611059285333,61.283459804764064
-148.0,346.12,586.596237287625,465.4317752637652,73.2557176937022
-53.0,364.12,566.8358012687621,478.24595357115,78.47919401230406
-35.0,332.2,565.9431066812278,490.47819034726456,81.59990682391692
418.0,325.28,563.7899268344546,498.4868046571641,84.42321187143799
-327.0,292.96,576.9430807280729,513.4102246868176,83.78041243053691
282.0,270.59999999999997,565.9984452275462,532.7309267301644,70.32108777045272
-30.0,257.96,569.0337410031145,552.5710433373736,45.33902320348154
1050.0,286.28,589.7524579007701,569.1943473065612,15.877857357249745
865.0,302.55999999999995,599.8000386795583,576.2599956176363,11.638179013969266
-102.0,279.23999999999995,603.7295606478116,578.8422396258941,14.281653436434263
-186.0,233.75999999999996,594.1619496399948,579.598810861131,14.861027163767233
100.0,231.51999999999995,594.5563132286122,582.370862057116,14.80706273542785
894.0,260.59999999999997,608.3093292067775,586.607484309671,15.543276098636886
1013.0,295.03999999999996,625.3211961864076,592.7606112448664,17.365008396538368
1243.0,317.03999999999996,648.1919765007892,599.885500822138,23.08730524275446
804.0,332.35999999999996,654.9588005363388,608.7815363530174,25.34477846932921
-49.0,290.0799999999999,644.004094396922,616.2785716923981,23.49949771329798
-215.0,246.87999999999994,640.2014882831809,621.3234747306392,22.66368170982724
23.0,192.39999999999995,597.5634526977028,621.0998161324536,22.884940031205687
-190.0,148.23999999999995,583.2262874733955,619.049488815012,25.155207768410687
-410.0,115.63999999999996,590.6931440265747,618.70260825367,25.517316083501886
-402.0,81.15999999999997,594.7303711767205,618.7200140484808,25.500893628406153
634.0,129.51999999999998,588.5311967941884,616.7422008072219,26.95704107397482
1396.0,231.51999999999998,578.1235937063975,612.022440559221,29.089271079463835
571.0,285.84,542.5778970802255,601.4610326171646,32.95562597029176
602.0,315.84,538.4796880106062,589.8131213645913,32.570896612736504
619.0,342.71999999999997,536.1644911778473,579.0291610426839,30.638552547491845
835.0,377.52,538.7467026349208,568.8836824778579,24.977038463988205
432.0,378.08,538.7957624183767,563.0069134499253,24.44568280061206
-250.0,381.15999999999997,534.9628532898333,558.180570031569,24.739895699707734
-624.0,344.91999999999996,569.9933978565014,556.1105954145617,22.716187788919164
877.0,381.19999999999993,573.8275002123895,554.0203083181285,19.846814633222934
1505.0,399.3999999999999,601.308639552102,555.2980525939199,22.288604832960928
721.0,393.63999999999993,597.4986446846551,557.2355576917457,24.88004107651171
221.0,406.55999999999995,590.0877277151252,561.9865407552356,26.132095399404804
-162.0,407.5199999999999,589.141688900047,567.0527408441798,25.99428823998212
-542.0,381.8399999999999,615.3935768270577,574.9756494091008,27.408133584440854
97.0,349.9599999999999,608.6427181853076,581.9652509641395,26.161895004871155
909.0,345.7999999999999,604.4375898304139,588.5294337053432,22.483246706554148
1544.0,357.8399999999999,624.8427437363738,597.5174227499972,16.420725629545217
1198.0,373.5999999999999,640.6656538320121,604.5846483475483,18.169049024950098
-146.0,369.7199999999999,643.5007083135182,611.5519691576611,18.396101200708124
-1180.0,331.1199999999999,703.5570947691449,621.7768146793654,32.70887963812972
-146.0,324.3599999999999,707.2871484764865,632.7556650585486,40.269025519789636
11.0,332.3999999999999,702.5208893691344,643.9989812239495,42.4245874760699
-532.0,327.5199999999999,708.0628288506604,655.8910952190108,42.04650582873692
-979.0,304.43999999999994,740.1432877490679,668.3660663112119,46.455592167964866
369.0,293.8399999999999,737.2394823936111,681.2257427320422,45.93928252788621
1451.0,296.0399999999999,740.5995668375722,694.8419404327581,41.08405889927416
1409.0,329.5599999999999,770.6407764970652,709.4217437088272,39.495402683434094
163.0,311.9999999999999,769.2331246117782,722.2784907868038,35.77137160826343
277.0,298.3199999999999,766.6886575396818,734.5972857094201,26.541867084890796
-1.0,264.8799999999999,760.7601104158915,740.3175872740948,25.374176886403042
-643.0,221.87999999999988,780.2304951743423,747.6119219438804,25.31490800648394
538.0,253.3999999999999,776.438381328486,755.0036711398155,21.586638585029576
1750.0,348.3599999999999,807.8603780357095,764.9834260583204,20.625865704827397
844.0,347.0399999999999,807.0220557085163,771.6713028542653,22.264771078998105
54.0,288.9999999999999,773.1209478471008,775.2594493996143,19.09189243124797
745.0,289.95999999999987,773.6714796346054,778.5666406793175,15.286734815577894
1775.0,352.1199999999999,826.2730938376243,784.1298724133734,20.592312861502844
1356.0,412.8399999999999,841.8898588295262,791.3955458351481,26.128215252617505
1299.0,486.4799999999999,835.6423215706583,798.2909122382458,27.74657164098898
300.0,494.5999999999999,832.7997118155118,805.4948723782079,26.38569332827698
-208.0,449.9199999999999,839.30675774713,811.4024986354866,26.67958485599772
-240.0,378.5599999999999,818.8423086284681,815.6428913654848,24.023019064038518
-159.0,324.27999999999986,807.6236509662155,815.6192186585355,24.030791806335014
-530.0,308.91999999999985,819.9788250924529,816.9148955969291,23.88115725541122
41.0,357.7599999999999,764.3139815547008,816.0341989676891,25.58180359476721
-241.0,353.95999999999987,767.0404151020985,815.3710925144385,26.73140572080639
-25.0,352.51999999999987,767.7164122252432,809.5154243532004,29.924750529574855
104.0,377.95999999999987,748.275857154298,800.1540241856776,32.83402106756787
349.0,431.07999999999987,695.3236322749282,786.1221552561046,43.060176213021045
235.0,425.71999999999986,696.2973227005828,772.4719163446117,47.50600360883534
416.0,384.3199999999999,664.1323795750358,754.9544785274023,51.73988472559184
519.0,348.71999999999986,631.2933086925597,736.1995785338115,58.70530135037085
630.0,367.39999999999986,632.4297273215416,718.6801861693441,60.87743167707086
786.0,387.7599999999999,637.3656583155382,700.4188694916527,54.84204427293715
1795.0,459.5999999999999,688.6520166237804,692.8526729985606,50.55679814574087
1029.0,526.4799999999999,658.8689168567595,682.0355231740267,44.76702546217707
845.0,538.7599999999999,661.8234979207066,671.4462317435731,34.6220247437311
708.0,497.07999999999987,615.4142617781939,658.1600722059627,27.310100582780308
905.0,499.51999999999987,616.9040197632038,650.3181109547903,26.76636703388591
929.0,534.5199999999999,615.4544415308085,642.2338228378129,23.690112771542875
452.0,522.7999999999998,614.1230495592877,637.2328898362381,23.817619338559147
1128.0,496.91999999999985,573.0687860981432,631.4104375767964,30.6847421217467
443.0,460.39999999999986,545.5911289601393,622.7265777406562,40.03168064683393
743.0,438.15999999999985,521.7658233345677,611.1665942425592,49.666682614713515
298.0,438.07999999999987,521.7871535405978,594.480107934241,48.854988593724094
-257.0,436.1199999999999,524.2963528387351,581.0228515324386,47.78803445543241
48.0,447.6399999999999,512.3415954224284,566.0746612826108,43.348412817278984
622.0,478.8799999999999,498.0095838435234,554.3341934891438,44.28422031311291
-127.0,494.9999999999999,470.87552495325065,539.7313440081484,45.30878033182442
-294.0,481.5999999999999,488.0577834642117,526.9916782014888,39.802053042252815
280.0,502.4399999999999,467.44600372663297,512.3239736182232,31.055482865894117
650.0,529.4399999999998,455.54363830482737,500.57145883889166,27.923625049472705
-123.0,520.3599999999998,466.0737177743446,492.61971772031217,25.15613231718442
54.0,508.5599999999998,473.93097218898805,487.8362326057542,23.66276900585005
36.0,500.5999999999998,480.08990824636106,483.66650807633056,20.815236853051484
-631.0,458.7199999999998,528.8353634166302,484.12040913412005,21.725841291235497
220.0,446.7599999999998,530.7145583079471,485.9577054226719,24.618985769754428
-73.0,418.6399999999998,538.822930469741,490.03904008529366,29.22987499603241
-63.0,384.67999999999984,541.3481482373421,497.0863024137028,32.11323890037444
-246.0,303.03999999999985,471.9564793495257,495.4761720022342,32.91909746654879
968.0,300.59999999999985,468.3408160730808,495.565653236879,32.843914077118114
288.0,278.3199999999998,454.97056783928264,495.5083461903245,32.91412061303188
-285.0,238.59999999999982,459.05197962757904,494.806172375648,33.60227996669628
-1827.0,129.31999999999982,593.0355618341949,506.71663134016865,43.68727598822436
-212.0,83.67999999999982,573.3137165636273,516.0390121718953,46.843251772845264
246.0,75.43999999999983,569.4279993115892,520.0982757613912,49.46186763586209
-909.0,-6.040000000000177,558.6222680846148,522.8890467390579,50.7526078179132
136.0,-18.320000000000178,551.9507021464863,524.2018239067324,51.31445150106015
1025.0,-7.040000000000179,569.9812965352453,527.0651387365227,52.96367367025807
-29.0,-20.12000000000018,566.5729481717241,536.5267856187426,50.675617742849276
-216.0,-18.480000000000178,565.9438926254079,546.2870932739753,45.76416285993391
-247.0,-30.28000000000018,567.5079925428356,557.5408357443306,34.3347310680148
-648.0,-81.08000000000018,563.6745812966903,568.0030959112418,10.157345875978413
-651.0,-102.04000000000019,574.6283306625241,566.1623727940747,6.442852798470653
1043.0,-48.560000000000194,615.0677413098489,570.3377752686969,16.066602053732954
1423.0,-2.8400000000001953,677.1406754877447,581.1090428863124,35.81506213527346
1466.0,29.799999999999805,725.7449689801501,597.8213129758659,55.179781730370195
-187.0,27.239999999999807,726.3920307932893,615.2654458405462,64.67721542114649
172.0,31.959999999999805,726.9337510392534,630.960691290947,70.56002469989464
